ID,Property_Age,Location_Risk,Disaster_History,Construction_Type,Property_Value,Owner_Age,Insurance_Type,Past_Claims,Claim_Filed
1522,73,1,1,2,1589875,53,1,0,1
1523,73,1,0,0,2741818,23,1,1,0
1524,40,1,0,2,1812427,40,1,1,0
1525,17,2,1,2,2001444,27,2,5,1
1526,1,1,0,2,2985043,52,2,0,1
1527,89,0,1,2,4837897,38,0,3,0
1528,61,1,0,1,3933780,49,2,4,0
1529,43,0,1,0,4442565,77,0,4,1
1530,42,0,1,0,2261522,47,0,3,1
1531,25,0,0,1,4558369,50,1,0,0
1532,39,1,1,0,3504469,23,1,1,0
1533,35,1,0,1,2535562,22,1,2,1
1534,3,1,1,0,1491086,72,1,3,1
1535,44,1,0,2,1153858,32,0,4,0
1536,51,1,1,1,4804711,74,0,4,0
1537,94,0,0,1,3498350,60,1,1,0
1538,98,2,0,2,4008022,69,0,4,0
1539,12,0,0,0,773265,42,0,4,0
1540,19,0,0,2,2330922,30,0,1,0
1541,44,1,1,2,4966556,23,2,0,0
1542,59,0,0,0,4866660,54,2,5,0
1543,49,0,0,1,1744590,19,0,4,0
1544,61,1,0,1,2013710,34,0,5,0
1545,17,1,0,2,1571481,41,1,5,0
1546,74,1,0,1,1180180,29,2,0,0
1547,57,2,1,1,3360479,61,0,2,1
1548,55,1,1,2,456671,71,2,0,0
1549,47,2,0,0,3131899,31,1,1,0
1550,12,0,0,2,527531,24,2,1,0
1551,62,1,0,2,1367653,71,0,1,0
1552,80,2,0,2,408820,43,2,4,0
1553,88,1,0,2,412058,49,1,3,0
1554,83,1,1,1,3901823,46,2,4,0
1555,8,0,0,2,2532046,63,1,0,0
1556,95,0,1,1,4318272,56,1,2,0
1557,21,1,0,1,3552496,26,2,2,0
1558,81,0,0,0,4874338,31,1,2,1
1559,87,2,0,2,1971505,70,1,5,1
1560,80,0,0,2,500457,34,1,2,0
1561,70,2,0,2,816999,66,1,5,1
1562,72,2,1,0,641345,42,2,3,1
1563,25,0,0,2,2735872,70,0,2,0
1564,82,0,1,2,1772063,47,1,5,0
1565,89,2,0,1,4550343,62,2,4,1
1566,12,2,0,0,3459633,46,1,2,0
1567,15,1,0,1,215864,76,2,1,0
1568,59,0,0,0,4839841,80,2,0,1
1569,26,1,0,1,546674,46,1,4,0
1570,26,1,0,0,4510569,35,1,3,1
1571,47,0,0,1,581712,48,2,4,1
1572,32,1,0,0,2310498,36,2,1,0
1573,10,0,0,0,2113748,34,2,2,0
1574,16,0,0,0,4273970,23,0,2,0
1575,71,0,0,2,3067026,29,0,3,0
1576,17,0,1,1,1138617,55,1,0,0
1577,23,0,0,1,1783950,20,1,2,0
1578,26,1,1,1,4001848,64,1,5,0
1579,85,0,0,1,3525905,52,0,3,0
1580,86,0,1,2,4853680,72,1,2,0
1581,7,0,0,0,3879017,64,1,5,0
1582,14,2,1,0,4175196,50,2,4,1
1583,79,1,0,2,403149,70,2,3,0
1584,7,1,1,1,3512278,46,1,3,0
1585,9,1,0,0,4388842,20,1,3,1
1586,48,2,0,0,1604139,22,1,2,0
1587,72,0,0,0,828487,76,1,3,0
1588,59,1,0,2,2968600,31,1,4,0
1589,87,1,0,0,1207511,53,1,0,0
1590,93,1,0,2,4215981,71,0,0,0
1591,82,0,0,2,4091254,45,1,1,0
1592,95,1,1,1,3610004,58,0,4,0
1593,94,0,0,0,3122307,49,0,4,0
1594,39,1,1,0,207396,35,1,3,0
1595,99,1,0,1,1158946,59,0,1,0
1596,18,0,0,1,4076712,57,1,5,0
1597,59,2,1,1,499993,79,0,5,1
1598,17,0,1,1,1804049,30,1,4,1
1599,14,2,1,2,2590899,19,2,4,1
1600,31,1,0,1,1807346,69,1,4,0
1601,24,0,0,1,4893364,42,1,2,0
1602,99,0,0,2,3890543,37,2,4,1
1603,60,2,0,0,3846711,24,1,5,0
1604,45,0,0,0,1051998,28,0,2,0
1605,98,0,1,0,4610670,22,0,5,0
1606,3,0,1,0,796345,46,1,4,0
1607,37,1,0,1,721931,35,1,5,0
1608,43,1,0,1,3998459,25,0,0,1
1609,40,0,1,1,3553472,44,2,2,0
1610,90,0,0,2,4303757,75,0,2,0
1611,55,0,0,0,4715441,80,2,3,0
1612,87,0,0,1,1477189,59,2,4,0
1613,39,1,0,0,2293696,19,2,1,0
1614,15,1,1,1,4057552,52,2,1,0
1615,4,0,0,1,2360401,43,0,1,0
1616,93,0,0,2,860780,40,1,1,0
1617,86,0,0,1,1661523,22,0,0,0
1618,25,2,1,0,4120547,33,2,1,0
1619,13,2,1,1,2601474,59,1,5,1
1620,82,2,0,0,1673656,28,1,3,0
1621,33,0,0,0,1159943,36,2,1,1
1622,16,0,0,1,1701432,33,0,3,0
1623,42,0,0,0,2717632,49,0,2,0
1624,66,0,0,1,425051,29,1,5,1
1625,55,1,0,1,4868804,19,1,4,0
1626,99,1,0,1,1846267,60,1,1,1
1627,42,2,0,0,4953802,39,1,3,0
1628,34,2,0,2,3099421,43,2,5,0
1629,30,0,1,1,3423912,50,0,3,0
1630,13,1,0,2,4498605,41,1,4,0
1631,13,0,0,1,3597284,22,1,2,0
1632,18,0,1,1,794455,38,1,1,1
1633,32,1,0,1,2069433,63,1,3,0
1634,96,0,1,1,1587924,35,0,1,0
1635,99,1,0,0,3825137,56,0,5,0
1636,39,0,0,1,1725464,22,0,0,0
1637,46,1,1,2,1506246,25,1,3,0
1638,29,1,0,1,2742873,38,0,2,0
1639,62,0,1,0,4540132,64,1,5,0
1640,93,2,0,1,4386364,74,0,4,0
1641,62,0,0,2,3388893,22,1,3,1
1642,57,1,0,2,2970708,30,2,0,1
1643,16,1,0,0,4573132,36,1,4,0
1644,56,1,0,2,4015379,46,1,2,0
1645,10,2,0,1,2912833,19,2,1,0
1646,30,0,0,1,315592,54,1,1,1
1647,25,1,0,1,675593,43,2,3,0
1648,84,1,1,2,555241,46,0,4,0
1649,5,2,0,2,4440283,75,2,0,0
1650,65,0,1,2,3037641,22,1,0,0
1651,94,1,0,0,4176153,49,0,2,1
1652,49,1,0,2,4380242,55,2,5,0
1653,3,0,1,0,3947882,65,2,4,0
1654,45,1,0,0,3842626,19,1,4,0
1655,14,0,0,1,553493,22,2,1,0
1656,30,1,0,1,4796384,64,0,2,0
1657,68,2,0,1,1009102,50,1,2,1
1658,18,1,0,1,689325,68,0,5,1
1659,62,1,1,2,4149474,52,0,2,1
1660,37,1,0,0,3170828,36,1,4,0
1661,25,0,1,0,3917935,32,1,1,0
1662,48,0,0,2,4033157,52,0,2,1
1663,65,1,0,0,2874537,25,1,1,0
1664,53,0,0,1,984347,64,0,5,0
1665,79,0,1,1,1548176,18,1,2,0
1666,73,1,1,1,2013767,55,0,4,1
1667,15,0,0,1,1421918,39,2,1,0
1668,49,0,0,0,1682246,34,0,3,0
1669,88,1,0,2,1577257,33,1,5,0
1670,68,0,0,0,4549120,62,0,2,1
1671,12,2,0,1,2176491,18,1,4,1
1672,59,2,1,0,981936,20,0,1,0
1673,37,1,0,1,4572183,80,1,0,0
1674,61,0,1,1,1778710,73,1,4,0
1675,43,1,0,2,2824173,23,2,4,0
1676,70,2,0,2,4285330,69,0,0,1
1677,39,1,0,1,2047243,70,2,0,0
1678,56,0,1,2,926418,75,0,3,0
1679,63,1,1,1,1171985,79,0,3,0
1680,46,2,0,1,3706877,20,0,3,0
1681,88,1,0,1,2314061,64,0,4,0
1682,11,1,0,1,704275,47,1,4,1
1683,62,1,0,2,2663426,64,2,4,0
1684,77,1,0,0,552342,28,0,3,0
1685,98,0,1,1,1924843,44,1,1,0
1686,25,1,0,2,2545214,39,1,4,1
1687,71,0,1,2,4805011,23,1,4,1
1688,52,1,0,2,2718448,55,1,4,0
1689,4,0,0,1,538343,58,2,3,0
1690,59,1,1,1,2081842,63,0,2,0
1691,72,0,0,1,3392377,48,1,3,0
1692,20,1,1,1,645219,75,0,2,0
1693,93,1,0,2,4464654,78,1,3,1
1694,63,0,0,2,4510957,60,1,1,0
1695,54,0,1,2,4125367,73,1,1,1
1696,74,0,1,0,3163859,23,0,4,0
1697,98,2,0,2,1809994,67,0,3,0
1698,57,1,0,2,4797377,37,0,2,0
1699,90,1,1,1,3576923,64,2,2,0
1700,41,0,1,1,1407090,71,0,1,0
1701,3,1,0,2,168866,58,1,4,0
1702,6,2,1,1,2821418,28,0,2,0
1703,5,2,0,2,1061329,19,2,3,0
1704,5,1,0,1,3197937,48,1,4,1
1705,54,0,0,2,3916352,55,0,5,1
1706,47,0,0,2,4845207,43,2,3,0
1707,87,0,1,1,3882914,44,0,3,1
1708,49,0,0,2,2581776,75,1,1,0
1709,9,0,1,1,535938,75,1,3,0
1710,99,0,0,1,3935968,72,1,0,0
1711,20,0,1,0,3460930,63,2,4,1
1712,61,2,1,1,967491,63,2,0,0
1713,35,1,0,2,1208006,48,2,3,0
1714,50,2,0,2,2514911,41,2,3,0
1715,82,1,0,0,1449957,30,1,1,0
1716,62,0,1,1,2873248,42,0,1,0
1717,17,1,1,0,4956007,54,1,5,0
1718,88,0,0,1,1688661,58,1,1,0
1719,3,1,1,2,3561729,42,0,5,0
1720,32,0,0,1,2829063,46,1,1,0
1721,99,2,0,1,4205096,48,2,5,0
1722,13,0,1,1,1478281,60,0,2,0
1723,89,0,0,0,3900612,56,2,1,0
1724,73,2,1,2,2852617,19,1,3,1
1725,68,0,0,1,719194,73,0,5,0
1726,14,1,0,1,3003060,29,2,3,0
1727,98,1,0,2,3965235,22,2,5,1
1728,11,2,0,2,4753754,78,0,4,0
1729,56,2,1,2,1848166,44,1,5,1
1730,67,2,0,2,665994,73,1,0,1
1731,92,0,0,2,1105163,51,2,5,0
1732,29,2,0,1,4883624,31,0,5,0
1733,9,1,0,0,775235,24,0,2,1
1734,67,1,1,1,3576705,54,1,2,0
1735,25,0,0,2,2022335,53,1,4,0
1736,98,1,0,0,2400993,27,1,4,0
1737,76,2,1,0,2330115,46,2,1,0
1738,42,2,0,0,2769034,33,2,4,0
1739,9,1,1,2,1474910,55,2,2,0
1740,79,0,0,1,1543831,38,0,0,1
1741,40,0,0,1,1430393,55,2,5,1
1742,25,2,1,0,2239564,58,1,0,0
1743,5,1,1,2,1384597,50,0,2,1
1744,11,1,0,1,1268025,46,1,1,0
1745,59,0,0,0,259508,65,0,0,0
1746,98,1,0,1,4263153,76,1,5,1
1747,88,1,0,1,1287834,34,1,5,0
1748,79,2,1,1,1998716,30,1,0,0
1749,38,1,0,1,765879,23,0,1,0
1750,72,0,0,0,904462,19,1,0,0
1751,5,1,1,2,2536187,25,0,3,0
1752,48,0,0,0,3694763,72,2,2,0
1753,90,2,0,0,2439482,71,1,0,1
1754,18,0,1,2,4513391,49,0,0,0
1755,70,1,1,2,2843003,53,0,1,0
1756,37,0,0,0,3463163,26,1,0,0
1757,60,1,0,0,4014988,40,1,1,0
1758,48,1,0,2,2255429,24,1,2,1
1759,77,1,0,2,4848969,48,0,3,1
1760,28,0,0,1,748314,38,1,4,0
1761,69,0,1,1,1455676,18,0,2,0
1762,77,0,1,0,4400321,63,1,0,1
1763,81,1,1,1,4392988,79,2,3,0
1764,40,0,0,0,617634,19,1,4,0
1765,45,1,1,1,3421135,57,0,4,0
1766,96,2,0,0,4851884,28,2,5,1
1767,62,2,0,1,3696238,54,0,5,0
1768,93,1,0,1,2788069,35,1,0,0
1769,58,1,0,1,589760,61,1,5,0
1770,67,0,1,0,3180296,70,0,4,0
1771,56,1,0,1,2420696,41,0,4,1
1772,40,2,0,2,3722540,69,0,2,0
1773,98,0,1,1,648576,36,2,5,0
1774,40,1,0,2,4908539,22,2,5,0
1775,91,2,1,1,1513940,46,1,2,1
1776,77,2,0,1,145091,56,0,4,0
1777,33,0,0,1,1790486,19,2,1,0
1778,6,1,1,2,2669240,34,1,0,0
1779,88,0,0,0,2387440,62,1,1,0
1780,19,0,0,0,596676,28,1,1,1
1781,80,2,0,1,3099314,54,1,4,1
1782,40,2,0,2,2903509,30,1,0,0
1783,92,1,0,2,2135117,46,1,1,0
1784,97,0,0,1,1592485,72,1,2,0
1785,59,2,0,1,968818,49,2,2,0
1786,59,1,1,1,2021222,62,1,0,0
1787,48,0,0,1,4558039,57,1,1,0
1788,41,1,0,1,768882,60,0,3,1
1789,13,0,0,2,3376384,25,1,5,1
1790,45,1,1,2,2540985,27,0,3,1
1791,89,1,1,1,4527752,42,0,0,0
1792,53,0,1,1,3380372,76,2,5,1
1793,42,0,1,1,2389904,28,0,0,0
1794,100,0,0,1,3566409,45,1,3,0
1795,63,0,0,1,3278789,50,2,1,1
1796,27,1,0,0,4123193,56,1,1,1
1797,38,2,0,0,2940290,43,0,4,1
1798,60,0,0,1,1084378,25,1,5,1
1799,7,0,0,2,4094067,55,2,0,0
1800,5,1,1,0,1951159,43,1,1,0
1801,45,2,1,1,716814,49,1,3,1
1802,58,0,0,1,2671284,63,1,5,0
1803,31,0,1,0,407957,45,1,3,0
1804,23,1,0,2,2710265,69,1,2,1
1805,42,0,0,2,1332275,24,1,1,1
1806,10,0,0,0,2616485,52,1,4,0
1807,32,1,0,2,4975147,19,1,4,1
1808,53,1,0,1,4821680,39,0,5,0
1809,30,1,1,2,4972843,67,0,0,1
1810,39,1,0,1,672242,39,1,2,0
1811,31,1,0,0,2734279,75,1,5,0
1812,82,0,0,1,2905415,20,1,3,1
1813,100,0,0,2,2870993,63,1,3,1
1814,2,0,1,0,4653737,67,1,0,1
1815,78,0,0,2,2721277,62,2,4,1
1816,77,1,1,0,182307,25,1,4,0
1817,93,2,1,2,1640394,21,1,3,1
1818,12,2,0,0,4560509,32,1,0,1
1819,39,1,0,2,1653175,61,1,5,1
1820,66,0,1,1,4469549,63,2,1,0
1821,96,0,1,1,2071369,69,0,5,0
1822,13,2,0,2,1386592,56,1,2,0
1823,46,1,1,2,1453662,73,0,4,0
1824,27,1,1,1,1956643,29,0,5,1
1825,17,1,0,0,4478139,46,1,4,0
1826,95,1,0,1,1986080,26,0,4,0
1827,98,2,1,1,4447754,59,1,1,1
1828,60,0,0,1,3427226,57,2,1,0
1829,64,1,0,1,2048265,79,2,5,1
1830,88,2,0,0,489892,37,0,2,0
1831,35,0,0,2,655872,51,1,4,0
1832,70,1,0,2,4484335,43,2,3,0
1833,83,0,1,0,4299287,65,0,4,0
1834,30,2,0,1,4849489,38,1,2,0
1835,71,0,0,1,4990266,40,2,5,1
1836,74,1,0,1,3583906,35,0,2,0
1837,96,0,0,0,2246563,80,2,3,0
1838,98,1,0,1,3707686,69,1,1,1
1839,63,0,0,0,2698376,71,0,3,0
1840,28,0,0,1,4518926,41,1,2,1
1841,60,1,0,2,4922074,59,1,3,0
1842,79,2,0,2,4087770,46,0,4,0
1843,94,0,0,0,4973353,55,1,2,0
1844,37,0,1,1,950374,55,1,5,0
1845,93,1,0,2,3225862,71,1,1,0
1846,22,1,0,0,377382,69,0,1,0
1847,68,2,1,2,3044008,30,2,3,1
1848,20,0,0,2,255879,49,1,3,1
1849,96,1,0,2,111204,36,2,3,1
1850,100,0,0,0,3095773,34,2,5,0
1851,68,0,0,0,2680797,19,1,4,0
1852,91,1,1,2,3245702,35,0,1,0
1853,64,1,1,1,4580745,75,2,2,0
1854,17,1,0,0,3582710,56,1,2,1
1855,12,0,0,1,3556778,44,0,1,0
1856,22,1,0,0,1870187,31,1,5,0
1857,17,1,1,2,2651116,71,0,3,0
1858,10,2,1,1,3252951,32,0,0,0
1859,65,0,0,2,506637,25,1,3,1
1860,22,0,0,2,4177298,26,0,5,0
1861,90,0,0,0,908008,38,2,1,0
1862,82,1,0,1,352787,60,2,4,0
1863,50,0,0,2,3852137,52,1,3,0
1864,14,2,0,1,1806076,69,0,2,0
1865,64,0,0,2,159016,31,1,4,1
1866,47,2,1,2,4417809,44,1,1,0
1867,29,0,1,0,2995606,25,1,0,0
1868,76,1,0,2,4615670,52,0,3,0
1869,36,2,0,0,118328,35,1,4,0
1870,99,0,1,0,1933903,72,1,4,1
1871,52,2,0,2,2774132,31,2,2,0
1872,76,1,0,2,2798087,69,2,3,0
1873,7,2,0,1,1590130,78,1,0,0
1874,29,1,0,0,1732826,25,1,4,0
1875,11,0,0,1,1246011,66,0,2,1
1876,33,0,0,1,1550615,25,0,3,0
1877,6,0,0,1,1705953,54,2,3,0
1878,79,0,0,0,2480349,61,1,0,0
1879,32,0,0,1,1238417,19,0,2,0
1880,51,0,0,2,2255972,34,1,0,0
1881,75,1,1,1,217949,30,2,4,1
1882,58,1,0,0,4011554,71,1,5,0
1883,87,0,0,2,2642871,31,0,1,0
1884,26,0,0,2,4383304,58,2,1,0
1885,98,1,0,2,3481551,58,1,0,0
1886,46,0,0,0,4689936,26,1,0,0
1887,98,0,1,0,4990100,44,0,5,1
1888,29,0,0,1,1036199,37,2,5,1
1889,4,2,0,1,2198381,55,2,5,0
1890,81,2,1,1,560282,79,1,5,1
1891,99,0,0,1,1584139,29,0,1,0
1892,13,1,0,0,361882,59,1,4,0
1893,39,1,0,1,2298253,39,0,5,0
1894,15,1,0,1,2151904,54,0,5,0
1895,29,1,1,1,2416140,67,1,0,1
1896,29,1,0,1,1676128,56,0,5,0
1897,75,0,0,1,4110389,48,2,4,0
1898,32,0,1,1,3166813,30,0,4,0
1899,2,1,0,1,1406802,18,1,2,0
1900,47,2,0,1,3567695,55,0,4,0
1901,78,1,0,0,2217008,70,1,5,1
1902,84,2,0,1,4125062,70,0,3,0
1903,22,2,1,2,4526050,57,1,5,1
1904,75,0,1,1,3485019,26,1,1,0
1905,27,1,0,0,176174,56,2,1,0
1906,67,1,0,2,4940747,27,1,0,0
1907,81,2,0,0,4861133,46,0,0,0
1908,56,2,0,0,4850815,57,0,2,1
1909,92,1,0,1,4822533,47,1,5,0
1910,93,0,0,2,1484643,19,0,2,0
1911,21,1,1,0,3609267,35,1,3,0
1912,47,0,1,1,4790542,45,2,0,0
1913,80,1,0,1,3860831,64,2,1,0
1914,59,2,0,0,3562576,49,2,3,0
1915,84,0,0,1,4282898,41,2,0,0
1916,6,1,1,2,2223177,55,1,3,0
1917,19,1,1,1,707460,73,1,5,0
1918,57,1,1,0,993451,31,1,4,0
1919,69,0,0,0,1978232,42,2,4,1
1920,3,1,0,1,3259005,42,0,3,1
1921,1,2,0,2,2114798,49,1,0,1
1922,58,2,0,1,2166806,44,0,4,0
1923,38,0,0,1,3122195,71,0,4,0
1924,15,2,0,0,3403611,49,1,3,0
1925,34,1,0,1,978896,73,1,4,0
1926,61,0,0,0,2905945,48,1,5,1
1927,35,0,0,2,4004045,67,1,1,0
1928,64,0,0,1,3974657,41,1,4,1
1929,25,2,0,2,4744336,52,0,5,1
1930,24,1,0,2,2440453,47,1,3,1
1931,12,1,0,2,3819424,50,2,4,1
1932,18,0,0,0,2733438,72,1,4,0
1933,15,1,0,0,2341988,50,1,2,0
1934,80,0,1,2,836754,63,1,3,0
1935,27,0,0,2,2694372,44,2,3,0
1936,72,1,0,2,1863524,50,1,5,0
1937,60,0,0,0,2390622,50,0,2,0
1938,46,2,1,1,2320514,21,2,2,1
1939,89,0,0,2,4835326,78,2,5,0
1940,17,1,0,0,2664744,47,1,1,0
1941,93,1,0,1,832958,61,1,4,0
1942,53,1,1,1,565796,32,1,0,1
1943,8,0,1,0,2320259,46,1,0,0
1944,79,0,0,0,2219465,79,1,2,0
1945,27,2,1,0,1009736,45,2,3,1
1946,46,0,1,0,538995,49,2,3,1
1947,50,2,0,1,4727701,53,1,5,0
1948,71,2,0,0,1297853,47,2,1,1
1949,3,0,0,0,1399225,59,0,0,0
1950,93,0,1,2,1685328,60,0,5,0
1951,64,1,0,1,471230,55,1,5,0
1952,44,2,1,1,651420,77,1,3,1
1953,53,2,0,2,4345041,59,0,1,0
1954,24,1,0,2,596179,29,1,1,1
1955,60,1,1,0,4752069,20,0,2,0
1956,3,0,0,1,2232458,32,1,0,0
1957,20,2,0,1,2241910,65,2,1,0
1958,46,2,0,1,354062,27,1,1,0
1959,15,0,0,2,3081976,39,1,1,0
1960,25,0,0,2,4250389,78,2,0,1
1961,94,0,0,2,2444853,40,1,2,1
1962,78,0,0,0,1812199,28,2,4,0
1963,71,2,1,0,2782254,33,1,3,1
1964,17,0,1,2,1402931,66,2,5,0
1965,84,0,0,1,4148546,63,2,5,1
1966,100,0,1,0,1062810,33,1,0,1
1967,9,2,0,2,1651204,31,1,0,0
1968,38,1,0,0,4793186,23,1,5,0
1969,48,1,0,0,4664986,59,1,0,1
1970,60,0,1,2,761051,34,1,4,0
1971,63,2,1,0,3202305,72,1,3,1
1972,86,2,0,0,233025,48,1,3,0
1973,2,0,0,0,694787,59,1,1,0
1974,88,0,0,1,1121794,70,2,5,0
1975,72,0,0,0,2696424,27,1,5,0
1976,11,0,0,1,193405,63,0,5,1
1977,64,1,0,1,2011989,37,0,1,0
1978,77,2,1,2,3188639,66,0,5,1
1979,81,1,0,0,4329003,26,0,2,1
1980,72,2,1,2,3361527,32,0,0,0
1981,21,1,0,0,959922,56,1,2,0
1982,18,1,0,1,2777071,19,2,0,0
1983,94,1,1,1,1035449,21,1,3,0
1984,64,0,1,0,4463670,69,1,5,0
1985,82,0,0,2,2948032,41,1,2,0
1986,95,1,0,0,1857545,35,2,3,0
1987,38,0,1,0,2530392,28,2,1,0
1988,32,0,0,1,2409149,54,0,5,0
1989,11,1,0,1,686646,43,0,3,0
1990,45,2,0,0,3138921,25,0,4,0
1991,89,1,1,0,4532765,39,1,2,0
1992,33,2,1,0,315676,69,1,5,1
1993,41,1,1,1,2792219,22,1,5,0
1994,8,1,0,1,860490,19,2,0,0
1995,11,1,0,0,3701386,22,1,3,1
1996,86,2,0,0,2804366,52,2,5,0
1997,51,1,1,1,3571477,49,0,5,0
1998,88,1,0,2,948098,61,0,2,0
1999,41,1,0,2,4403291,36,1,0,0
2000,17,1,0,2,3051996,56,0,5,1
2001,76,0,0,0,2157823,68,1,5,0
2002,46,0,1,2,3316820,21,0,2,0
2003,32,0,0,1,138009,40,1,2,0
2004,79,2,1,2,3622082,63,0,4,1
2005,80,0,0,0,688264,36,0,3,0
2006,54,0,1,1,4158362,43,2,4,1
2007,86,1,1,1,1392866,75,2,1,0
2008,92,0,0,1,4365239,78,1,5,0
2009,20,1,1,2,1817584,67,2,2,0
2010,33,0,0,2,3211079,43,1,3,1
2011,74,2,1,2,873056,24,1,1,0
2012,40,2,1,1,2109016,49,2,5,1
2013,32,2,1,1,1196949,64,0,1,0
2014,97,1,0,0,4740334,70,0,4,1
2015,2,1,0,2,3110264,50,1,1,1
2016,97,0,0,1,4259687,61,1,0,0
2017,33,0,0,2,933404,43,0,0,1
2018,77,0,1,1,2356371,78,0,0,0
2019,30,1,1,1,4313599,41,1,5,0
2020,33,1,1,2,313765,68,1,1,0
2021,77,1,0,0,600704,76,1,5,0
2022,26,0,1,0,4582862,40,2,5,0
2023,22,1,1,0,3044741,55,1,2,0
2024,66,1,1,2,606212,43,1,3,0
2025,38,1,0,0,1178059,77,2,0,1
2026,90,1,0,0,606399,62,2,0,0
2027,46,0,0,0,810909,48,1,0,0
2028,15,2,0,1,2635170,79,1,4,0
2029,98,1,0,1,1930069,23,1,4,0
2030,44,0,1,0,3927539,62,1,0,0
2031,49,0,0,2,1983099,48,0,0,1
2032,75,1,0,2,414533,64,1,5,0
2033,61,2,0,0,3942051,78,0,4,0
2034,67,1,1,2,3586039,65,0,3,0
2035,6,0,1,1,1214085,57,1,2,0
2036,9,2,1,0,593417,62,2,3,1
2037,6,1,0,0,1800968,62,0,5,0
2038,73,1,0,1,252889,77,0,2,0
2039,95,1,1,1,2536264,78,1,1,0
2040,32,0,0,0,3854503,80,1,1,0
2041,41,1,0,2,3506749,69,0,3,0
2042,76,0,0,1,996435,69,0,4,0
2043,8,2,0,1,2330783,29,1,0,1
2044,72,1,1,0,901176,68,2,1,0
2045,50,1,0,1,1387482,34,0,5,0
2046,92,1,0,1,156898,79,1,4,0
2047,62,2,0,1,2800163,43,1,4,1
2048,84,2,0,2,1854972,20,0,2,1
2049,62,1,0,2,4609624,32,0,1,1
2050,7,1,0,1,4876991,66,1,3,0
2051,75,1,0,1,1821942,55,2,5,1
2052,84,1,0,2,3734638,41,0,4,1
2053,80,0,0,1,4673746,68,1,3,0
2054,4,1,0,0,4407518,47,1,3,1
2055,6,0,0,1,4621039,61,2,5,1
2056,58,2,0,0,128800,53,0,1,1
2057,22,0,1,2,792580,70,1,5,1
2058,26,2,0,1,748610,72,2,3,1
2059,3,1,0,1,811614,61,2,3,1
2060,41,1,0,0,2471165,44,1,0,0
2061,60,1,1,1,1021680,39,1,5,1
2062,14,0,0,2,1633808,19,1,3,0
2063,75,0,0,0,1536313,24,1,0,0
2064,82,0,1,1,1043957,33,1,1,1
2065,12,1,1,2,3564685,41,1,3,0
2066,87,1,1,1,545402,47,2,4,1
2067,12,1,0,1,966722,61,1,5,0
2068,13,0,0,1,771969,65,1,3,0
2069,25,0,0,1,3208173,63,2,0,0
2070,45,1,1,0,2317188,18,2,4,0
2071,19,2,0,0,651356,71,1,1,0
2072,55,1,0,1,1078950,44,1,5,0
2073,100,1,1,2,1238016,26,1,2,0
2074,45,1,1,0,2365058,24,0,2,0
2075,8,0,1,0,1628021,22,0,0,0
2076,93,2,1,1,2546953,78,1,1,0
2077,53,1,1,2,126403,47,0,1,0
2078,55,0,0,0,1310058,59,1,3,0
2079,32,1,1,2,3119816,44,1,2,1
2080,51,0,1,0,1208684,27,1,3,0
2081,44,2,0,2,4695248,42,0,1,0
2082,82,0,0,1,2397998,35,0,0,0
2083,70,1,1,1,2969812,24,0,0,1
2084,18,0,0,1,1998602,74,0,4,0
2085,83,1,1,2,1965846,48,2,0,0
2086,22,1,0,0,630207,49,1,2,0
2087,37,1,0,0,3151748,67,0,4,0
2088,96,1,0,1,894229,62,0,2,0
2089,56,2,0,2,2380111,28,1,3,0
2090,59,0,0,2,188003,27,1,3,1
2091,3,0,0,1,1499992,39,0,0,0
2092,28,0,0,1,2009585,48,2,4,0
2093,74,2,0,0,4682108,58,2,2,0
2094,35,0,0,2,2132769,64,0,2,0
2095,61,1,0,2,3096495,31,1,1,0
2096,93,1,1,1,1787954,20,1,0,1
2097,54,0,0,1,774719,41,1,5,0
2098,63,0,0,2,4386018,31,2,3,0
2099,79,0,0,2,1685778,70,0,5,0
2100,97,1,0,1,762896,33,1,1,0
2101,7,0,0,1,810431,72,1,3,0
2102,76,0,0,1,4940040,78,1,3,0
2103,49,2,1,1,4328052,45,2,2,1
2104,94,2,1,1,1981140,52,0,3,1
2105,85,0,1,1,1224598,57,0,4,1
2106,31,0,0,1,4689904,19,1,3,0
2107,58,0,0,1,3158968,78,0,4,0
2108,61,1,0,1,3225280,73,0,3,1
2109,24,2,1,0,1575926,51,1,1,0
2110,20,0,1,2,725530,72,0,2,0
2111,37,0,0,1,576398,35,1,1,0
2112,4,1,0,0,1682749,24,0,2,1
2113,92,1,0,1,4706220,66,0,1,0
2114,20,0,1,2,4702538,55,1,0,1
2115,60,1,1,2,3408122,59,0,3,0
2116,24,0,0,1,150073,24,2,3,0
2117,50,0,1,2,4629098,21,1,0,0
2118,49,1,0,0,4057156,60,1,0,1
2119,51,2,1,2,4386594,33,2,4,1
2120,96,1,1,0,3742777,76,0,1,0
2121,36,2,1,0,562561,66,1,3,1
2122,98,1,0,1,2173115,77,2,4,0
2123,100,1,0,1,2449180,23,0,5,0
2124,66,1,0,1,1274955,37,2,3,0
2125,79,2,0,2,1383309,48,0,0,0
2126,34,2,1,2,4708643,36,0,4,1
2127,36,0,0,1,3338699,69,1,5,1
2128,6,2,0,1,2010829,39,0,4,0
2129,39,2,1,0,4909055,38,1,4,1
2130,42,1,0,0,809244,35,2,1,1
2131,58,0,0,1,1398244,49,2,5,0
2132,12,2,0,0,1786708,64,1,4,0
